ename,etname
非机动车和机动车的停放场地,空间
可能,专有名词
限界要求,文件工作成果
距离,属性名
站台地面装饰层,抽象施工元素
站台门,物理施工元素
冷却塔,物理施工元素
地段,空间位置
人行楼梯,物理工作成果
自动扶梯,物理工作成果
备用自动扶梯,物理工作成果
自动扶梯,物理工作成果
车站,建筑
换乘车站,建筑
附加荷载,属性名
附属设施,抽象施工元素
焊接强度,属性名
装配式支挡结构,抽象施工元素
站台边缘,空间位置
站台门,物理施工元素
集散场地,空间
城市主干道,物理工作成果
直线距离,属性名
排烟,行为(机器行为、人类行为)
排烟风亭口部,空间位置
直线距离,属性名
中间扶手,物理施工元素
宽度,属性名
自动扶梯工作点,空间位置
相对布置,空间位置
滑动门,物理施工元素
长度中心线,抽象施工元素
站台端部,空间位置
车站,建筑
门前等候区,空间位置
轨道区,空间位置
无砟桥面梁,空间
轨道,物理工作成果
有砟轨道桥梁,空间
静活载作用,专有名词
无砟轨道桥梁,空间
静活载作用,专有名词
梁端处,空间位置
大于2‰,属性值
桥跨结构,抽象施工元素
横向摇摆力,属性名
桥跨结构,抽象施工元素
离心力,属性名
桥跨结构,抽象施工元素
风力,属性名
桥跨结构,抽象施工元素
温度力,属性名
桥跨结构梁体,物理施工元素
列车活载作用,专有名词
列车活载,属性名
计算,行为(机器行为、人类行为)
车桥或风车桥系统,抽象施工元素
不能满足,行为(机器行为、人类行为)
防撞保护设施,抽象施工元素
撞击,行为(机器行为、人类行为)
汽车,物理施工元素
防护设施,抽象施工元素
容许应力,属性名
地震力,属性名
轨道下枕底道砟厚度,属性名
有砟道床,抽象施工元素
专门检查设备,抽象施工元素
养护维修便道处,空间位置
普通钢筋,物理施工元素
部位,空间位置
混凝土水饱和,专有名词
雨水,专有名词
轨道梁桥,物理工作成果
分开布置,行为(机器行为、人类行为)
车站结构设计,抽象施工元素
轨道梁桥,物理工作成果
轨道梁桥,物理工作成果
现行建筑结构设计规范,文件工作成果
悬臂端计算挠度,属性名
最不利组合,物理施工元素
独柱纵向间距,属性名
不能满足,专有名词
轨道梁桥,物理施工元素
完全分开布置,行为(机器行为、人类行为)
不利影响,专有名词
地下结构设计,抽象施工元素
地下水处理,行为(机器行为、人类行为)
含水地层,物理施工元素
分节顶进,行为(机器行为、人类行为)
长度较大,属性值
分布钢筋,物理施工元素
大于C60,属性值
线路设施,抽象施工元素
地下潜水位以上,空间位置
结构,物理施工元素
线路设施,抽象施工元素
防水混凝土,物理施工元素
侵蚀性地层中,空间位置
采用,行为(机器行为、人类行为)
检测,行为(机器行为、人类行为)
采用,行为(机器行为、人类行为)
试验,行为(机器行为、人类行为)
采用,行为(机器行为、人类行为)
鉴定,行为(机器行为、人类行为)
技术要求,文件工作成果
接缝最大张开量,属性名
技术要求,文件工作成果
错位量,属性名
技术要求,文件工作成果
埋深水头的3倍水压,属性名
远期最大能力,属性名
系统设计,文件工作成果
要求,属性名
30对/h,属性值
有关规定,专有名词
规范,文件工作成果
接口,物理施工元素
安全检查设备,工具
线路功能定位,属性名
地铁工程设计,文件工作成果
服务水平,属性名
地铁工程设计,文件工作成果
系统运能,属性名
地铁工程设计,文件工作成果
线路走向,属性名
地铁工程设计,文件工作成果
起讫点,属性名
地铁工程设计,文件工作成果
车辆基地选址,属性名
地铁工程设计,文件工作成果
资源共享,属性名
地铁工程设计,文件工作成果
线路,空间
地铁,建筑
建设时序,属性名
线路,空间
线路设计长度,属性名
线路,空间
远期最大能力,属性名
系统设计,行为(机器行为、人类行为)
监控,行为(机器行为、人类行为)
列车运行,行为(机器行为、人类行为)
应急通信,行为(机器行为、人类行为)
车辆客室,空间
站台门,物理施工元素
车站,建筑
有关规定,专有名词
《城市轨道交通技术规范》GB 50490,文件名
资源共享,效用(充当形容词)
运营管理,行为(机器行为、人类行为)
资源共享,效用(充当形容词)
维修保障,行为(机器行为、人类行为)
系统运营人员,组织角色
地铁运营线路,专有名词
定员,行为(机器行为、人类行为)
系统运营人员,组织角色
运营定员指标,属性名
线路,专有名词
技术要求,文件工作成果
地铁车辆,物理施工元素
检查,行为(机器行为、人类行为)
车辆组装,行为(机器行为、人类行为)
试验,行为(机器行为、人类行为)
车辆组装,行为(机器行为、人类行为)
设施,物理施工元素
车辆,物理施工元素
使用条件,属性名
车辆,物理施工元素
最大坡度,属性名
正线,空间
最大坡度,属性名
出入线,空间
最大坡度,属性名
联络线,空间
最大坡度,属性名
特殊地形地区段,空间
直径,属性名
车轮,物理施工元素
同轴,物理施工元素
车,物理施工元素
两轮直径之差,属性名
同轴,物理施工元素
转向架,物理施工元素
动车,物理施工元素
各轮径差,属性名
转向架,物理施工元素
重量,属性名
车辆,物理施工元素
重量值,属性值
合同,文件工作成果
加速度,属性名
起动,行为(机器行为、人类行为)
水平中心线,属性值
车钩,物理施工元素
高,属性名
距,空间位置
渡板,物理施工元素
贯通道,空间
密封材料,属性名
贯通道,空间
墙板,物理工作成果
车体,专有名词
静态压力,属性名
受电弓,物理施工元素
静态压力,属性名
受流器,物理施工元素
标称电压,属性名
设备,物理施工元素
额定工作电压,属性名
设备,物理施工元素
有关规定,专有名词
《铁路应用 机车车辆电气设备 第Ⅰ部分：一般使用条件和通用规则》GB/T 21413.1,文件名
容量,属性名
蓄电池,工具
系统,抽象施工元素
车辆,物理施工元素
工作,行为(机器行为、人类行为)
系统,抽象施工元素
制动能量,属性名
列车,物理施工元素
多余能量,属性名
列车,物理施工元素
端部,空间位置
列车,物理施工元素
各,效用(充当形容词)
列车,物理施工元素
端门,物理施工元素
车辆,物理施工元素
贯通道,空间
之间,空间位置
宽度,属性名
贯通道,空间
宽度,属性名
端门,物理施工元素
高度,属性名
端门,物理施工元素
高度,属性名
贯通道,空间
混凝土结构体,材质
轨道区,空间
轨旁设备,物理施工元素
轨道区,空间
接触网,物理工作成果
轨道区,空间
带电部分,空间位置
接触网,物理工作成果
间隙,空间位置
混凝土结构体,材质
间隙,空间位置
轨旁设备,物理施工元素
间隙,空间位置
带电部分,空间位置
表15.3.3,文件名
规范,文件工作成果
基本参数,属性名
车辆,物理施工元素
基本参数,属性名
制定限界,行为(机器行为、人类行为)
安装高度,属性名
距,空间位置
第15.3.21条,文件名
规范,文件工作成果
结构高度,属性名
轨道,空间
表7.2.5-1,文件名
规范,文件工作成果
计算速度,属性名
列车,物理施工元素
计算速度,属性名
列车,物理施工元素
最小宽度,属性名
疏散平台,空间
高度,属性名
疏散平台,空间
平面曲线最小半径,属性名
全线盾构施工地段,抽象施工元素
最大轨道超高,属性名
全线盾构施工地段,抽象施工元素
建筑限界,属性名
隧道,建筑
平面曲线最小半径,属性名
矿山法施工地段,抽象施工元素
隔断门,物理工作成果
轨道区,空间
建筑限界,属性名
隔断门,物理工作成果
宽度,属性名
建筑限界,属性名
内边缘,空间位置
门框,物理施工元素
门框,物理施工元素
隔断门,物理工作成果
建筑限界,属性名
隔断门,物理工作成果
高度,属性名
建筑限界,属性名
矩形隧道,空间
区间,空间
高度,属性名
矩形隧道,空间
要求,属性名
设备限界,属性名
设备,物理施工元素
轨道区,空间
管线,物理施工元素
轨道区,空间
间隔距离,属性名
电设备,物理施工元素
管线,物理施工元素
区间内,空间位置
一组,属性值
道岔转辙机,工具
另一组,属性值
道岔转辙机,工具
管线设备,物理施工元素
高架区间,空间
布置,行为(机器行为、人类行为)
管线设备,物理施工元素
范围内,空间位置
车站,建筑
管线设备,物理施工元素
范围内,空间位置
布置,行为(机器行为、人类行为)
管线设备,物理施工元素
广告灯箱,物理施工元素
岛式车站,建筑
信号机,工具
岛式车站,建筑
弱电电缆,物理施工元素
岛式车站,建筑
广告灯箱,物理施工元素
侧式车站,建筑
外侧,空间位置
结构墙体,物理工作成果
坡度,属性名
线路,专有名词
设计,行为(机器行为、人类行为)
坡度,属性名
最大坡度,属性名
正线,空间
困难地段,空间
正线,空间
最大坡度,属性名
困难地段,空间
最大坡度,属性名
特殊地形地区,空间
最大坡度,属性名
联络线,空间
最大坡度,属性名
出入线,空间
线路,专有名词
区间隧道,建筑
最小坡度,属性名
线路,专有名词
竖曲线,属性值
无砟道床地段,空间
缓和曲线,属性值
无砟道床地段,空间
钢轨,物理施工元素
无砟道床地段,空间
超高最大顺坡率,属性名
钢轨,物理施工元素
设置,行为(机器行为、人类行为)
渡线,空间
单渡线,空间
中间站,建筑
设计,行为(机器行为、人类行为)
